Row_ID,Customer ID,Customer Name,Gender,Race,location_id
212,TN-21040,Tanja Norvell,M,Caucasian,52
213,JS-15940,Joni Sundaresam,M,Caucasian,139
214,DS-13180,David Smith,M,Asian,140
215,CC-12670,Craig Carreira,M,Caucasian,27
216,MH-17785,Maya Herman,F,Caucasian,141
217,JP-15520,Jeremy Pistek,M,Caucasian,95
218,KH-16690,Kristen Hastings,M,Caucasian,142
219,JE-15475,Jeremy Ellison,M,Caucasian,25
220,JG-15805,John Grady,M,Caucasian,24
221,XP-21865,Xylona Preis,M,South Asian,143
222,EM-14065,Erin Mull,F,Caucasian,24
223,MT-18070,Michelle Tran,F,Caucasian,63
224,SA-20830,Sue Ann Reed,M,Caucasian,27
225,CW-11905,Carl Weiss,F,Caucasian,144
226,AJ-10960,Astrea Jones,M,South Asian,145
227,SS-20590,Sonia Sunley,M,Caucasian,61
228,RO-19780,Rose O'Brian,M,African,32
229,MD-17350,Maribeth Dona,F,Caucasian,146
230,SC-20095,Sanjit Chand,M,Asian,147
231,MY-17380,Maribeth Yedwab,M,Caucasian,148
232,EB-13705,Ed Braxton,F,Caucasian,24
233,CM-12385,Christopher Martinez,M,Caucasian,149
234,LS-17245,Lynn Smith,F,African,150
235,LF-17185,Luke Foster,M,Caucasian,56
236,BN-11515,Bradley Nguyen,F,Caucasian,14
237,AD-10180,Alan Dominguez,M,Caucasian,151
238,DB-13210,Dean Braden,M,Caucasian,17
239,MC-17605,Matt Connell,M,Caucasian,152
240,LH-17155,Logan Haushalter,F,Caucasian,4
241,BD-11605,Brian Dahlen,F,Caucasian,129
242,PH-18790,Patricia Hirasaki,M,Asian,153
243,MG-18145,Mike Gockenbach,M,Caucasian,64
244,KB-16240,Karen Bern,M,Caucasian,2
245,JC-15340,Jasper Cacioppo,M,Caucasian,4
246,RL-19615,Rob Lucas,F,Caucasian,154
247,AA-10375,Allen Armold,M,Caucasian,155
248,EP-13915,Emily Phan,M,Caucasian,156
249,MP-17470,Mark Packer,M,South Asian,30
250,DK-12985,Darren Koutras,M,Caucasian,1
251,BD-11500,Bradley Drucker,F,Caucasian,157
252,ES-14080,Erin Smith,M,Caucasian,116
253,LM-17065,Liz MacKendrick,M,Caucasian,158
254,PG-18895,Paul Gonzalez,M,South Asian,7
255,AS-10135,Adrian Shami,M,Caucasian,46
256,DK-13225,Dean Katz,M,African,156
257,BD-11320,Bill Donatelli,F,Caucasian,95
258,RC-19960,Ryan Crowe,F,Asian,134
259,GT-14710,Greg Tran,M,Caucasian,33
260,DK-13225,Dean Katz,F,Caucasian,159
261,AJ-10945,Ashley Jarboe,M,Caucasian,125
262,OT-18730,Olvera Toch,M,African,63
263,LP-17080,Liz Pelletier,M,Caucasian,95
264,CA-12775,Cynthia Arntzen,F,Caucasian,86
265,JF-15490,Jeremy Farry,M,Caucasian,60
266,FP-14320,Frank Preis,M,Caucasian,142
267,EB-13840,Ellis Ballard,F,Caucasian,60
268,JF-15415,Jennifer Ferguson,M,Caucasian,24
269,SF-20200,Sarah Foster,F,Caucasian,160
270,TG-21640,Trudy Glocke,M,Asian,107
271,CS-11950,Carlos Soltero,F,Caucasian,27
272,CC-12145,Charles Crestani,M,Caucasian,26
273,DV-13465,Dianna Vittorini,M,Caucasian,77
274,BD-11725,Bruce Degenhardt,M,Caucasian,127
275,ZC-21910,Zuschuss Carroll,F,Caucasian,161
276,MS-17830,Melanie Seite,F,Caucasian,162
277,LR-16915,Lena Radford,M,South Asian,143
278,TP-21130,Theone Pippenger,M,Caucasian,64
279,CK-12205,Chloris Kastensmidt,M,Caucasian,75
280,AS-10240,Alan Shonely,M,Caucasian,86
281,AR-10510,Andrew Roberts,F,Caucasian,64
282,NB-18655,Nona Balk,M,South Asian,163
283,GD-14590,Giulietta Dortch,M,Caucasian,106
284,CK-12595,Clytie Kelty,M,African,164
285,NG-18355,Nat Gilpin,M,Caucasian,165
286,CA-12265,Christina Anderson,F,Asian,27
287,SF-20965,Sylvia Foulston,M,Caucasian,166
288,MO-17800,Meg O'Connel,M,Caucasian,30
289,AT-10735,Annie Thurman,M,Caucasian,61
290,LC-17140,Logan Currie,M,African,35
291,FM-14380,Fred McMath,M,Caucasian,43
292,BD-11605,Brian Dahlen,F,Caucasian,124
293,DJ-13420,Denny Joy,F,Caucasian,167
294,ME-17725,Max Engle,M,Caucasian,43
295,RB-19465,Rick Bensley,F,Caucasian,168
296,JD-16150,Justin Deggeller,M,Caucasian,40
297,JL-15835,John Lee,M,Caucasian,169
298,SC-20305,Sean Christensen,M,Asian,170
299,TW-21025,Tamara Willingham,F,Caucasian,171
300,CC-12430,Chuck Clark,M,Caucasian,135
301,BB-10990,Barry Blumstein,M,Caucasian,172
302,AR-10825,Anthony Rawles,F,Caucasian,173
303,SR-20740,Steven Roelle,M,Caucasian,24
304,AR-10405,Allen Rosenblatt,F,Caucasian,46
305,CR-12730,Craig Reiter,M,South Asian,48
306,EH-14125,Eugene Hildebrand,F,Caucasian,174
307,CB-12025,Cassandra Brandow,M,Caucasian,175
308,SP-20545,Sibella Parks,M,Caucasian,165
309,RC-19825,Roy Collins,M,Caucasian,176
310,TH-21235,Tiffany House,F,South Asian,177
311,RP-19390,Resi Pölking,F,Caucasian,178
312,MO-17800,Meg O'Connel,M,African,156
313,TD-20995,Tamara Dahlen,M,Caucasian,117
314,RB-19570,Rob Beeghly,M,Asian,135
315,CD-11980,Carol Darley,M,Caucasian,179
316,DJ-13630,Doug Jacobs,F,Caucasian,24
317,GT-14635,Grant Thornton,M,Caucasian,180
318,MC-17845,Michael Chen,M,African,130
319,RA-19285,Ralph Arnett,M,Caucasian,46
320,NP-18325,Naresj Patel,M,Caucasian,181
321,AB-10165,Alan Barnes,F,Caucasian,2
322,JO-15550,Jesus Ocampo,M,Caucasian,182
323,Dl-13600,Dorris liebe,M,Caucasian,178
324,AS-10285,Alejandro Savely,M,Caucasian,6
325,JK-15370,Jay Kimmel,M,Caucasian,107
326,BN-11470,Brad Norvell,M,Asian,183
327,DP-13165,David Philippe,F,Caucasian,46
328,TH-21550,Tracy Hopkins,F,Caucasian,46
329,AP-10915,Arthur Prichep,M,Caucasian,184
330,RS-19765,Roland Schwarz,F,Caucasian,185
331,Dl-13600,Dorris liebe,M,Caucasian,60
332,SV-20365,Seth Vernon,M,Caucasian,22
333,KC-16540,Kelly Collister,M,South Asian,56
334,CK-12325,Christine Kargatis,F,Caucasian,13
335,RD-19810,Ross DeVincentis,M,Caucasian,63
336,MP-17965,Michael Paige,M,Caucasian,186
337,MR-17545,Mathew Reese,F,Caucasian,12
338,SC-20695,Steve Chapman,M,South Asian,187
339,JF-15355,Jay Fein,F,Caucasian,111
340,EG-13900,Emily Grady,M,African,188
341,DS-13030,Darrin Sayre,F,Caucasian,61
342,GZ-14470,Gary Zandusky,M,Asian,95
343,PO-19195,Phillina Ober,M,Caucasian,18
344,SS-20875,Sung Shariari,M,Caucasian,78
345,MH-17785,Maya Herman,F,Caucasian,189
346,PB-19105,Peter Bühler,F,African,190
347,RF-19735,Roland Fjeld,M,Caucasian,191
348,YC-21895,Yoseph Carroll,M,Caucasian,95
349,MS-17830,Melanie Seite,M,Caucasian,2
350,NB-18655,Nona Balk,M,Caucasian,134
351,DC-13285,Debra Catini,F,Caucasian,192
352,CP-12340,Christine Phan,M,Caucasian,30
353,BF-11020,Barry Französisch,M,Caucasian,157
354,AR-10510,Andrew Roberts,M,Asian,26
355,JC-16105,Julie Creighton,M,Caucasian,149
356,LH-17020,Lisa Hazard,F,Caucasian,48
357,CS-12250,Chris Selesnick,M,Caucasian,193
358,AJ-10795,Anthony Johnson,M,Caucasian,105
359,LE-16810,Laurel Elliston,M,Caucasian,102
360,BV-11245,Benjamin Venier,M,Caucasian,194
361,DL-12865,Dan Lawera,M,South Asian,94
362,NZ-18565,Nick Zandusky,F,Caucasian,95
363,BM-11785,Bryan Mills,F,Caucasian,48
364,EA-14035,Erin Ashbrook,M,Caucasian,38
365,CL-12565,Clay Ludtke,F,Caucasian,195
366,LT-17110,Liz Thompson,M,South Asian,195
367,SA-20830,Sue Ann Reed,M,Caucasian,196
368,JK-15730,Joe Kamberova,M,African,197
369,ES-14020,Erica Smith,F,Caucasian,95
370,RH-19495,Rick Hansen,M,Asian,39
371,DB-13120,David Bremer,M,Caucasian,145
372,CD-11920,Carlos Daly,F,Caucasian,198
373,HW-14935,Helen Wasserman,M,Caucasian,189
374,HW-14935,Helen Wasserman,F,African,24
375,MC-18130,Mike Caudle,M,Caucasian,69
376,GM-14440,Gary McGarr,F,Caucasian,35
377,RA-19915,Russell Applegate,M,Caucasian,77
378,AA-10375,Allen Armold,M,Caucasian,199
379,ZC-21910,Zuschuss Carroll,M,Caucasian,200
380,PJ-19015,Pauline Johnson,F,Caucasian,201
381,BW-11110,Bart Watters,F,Caucasian,202
382,DB-13210,Dean Braden,M,Asian,12
383,CA-12775,Cynthia Arntzen,M,Caucasian,12
384,TR-21325,Toby Ritter,M,Caucasian,99
385,PG-18820,Patrick Gardner,M,Caucasian,95
386,GT-14710,Greg Tran,F,Caucasian,88
387,JE-15745,Joel Eaton,M,Caucasian,203
388,JB-15400,Jennifer Braxton,M,Caucasian,86
389,LH-17020,Lisa Hazard,M,South Asian,179
390,JL-15175,James Lanier,M,Caucasian,85
391,EB-13705,Ed Braxton,F,Caucasian,7
392,BM-11650,Brian Moss,M,Caucasian,46
393,EM-14095,Eudokia Martin,M,Caucasian,2
394,AF-10885,Art Foster,M,South Asian,176
395,GA-14725,Guy Armstrong,M,Caucasian,204
396,CK-12760,Cyma Kinney,M,African,205
397,DP-13105,Dave Poirier,F,Caucasian,206
398,VD-21670,Valerie Dominguez,F,Asian,130
399,GT-14710,Greg Tran,M,Caucasian,46
400,BK-11260,Berenike Kampe,F,Caucasian,46
401,SJ-20125,Sanjit Jacobs,M,Caucasian,207
402,CM-12445,Chuck Magee,M,African,35
403,AJ-10795,Anthony Johnson,M,Caucasian,134
404,AJ-10780,Anthony Jacobs,F,Caucasian,29
405,LS-16945,Linda Southworth,M,Caucasian,12
406,GP-14740,Guy Phonely,M,Caucasian,208
407,PK-18910,Paul Knutson,F,Caucasian,106
408,TB-21520,Tracy Blumstein,M,Caucasian,209
409,SM-20005,Sally Matthias,F,Caucasian,30
410,GA-14725,Guy Armstrong,M,Asian,44
411,CC-12430,Chuck Clark,F,Caucasian,209
412,AG-10765,Anthony Garverick,M,Caucasian,75
413,HP-14815,Harold Pawlan,M,Caucasian,24
414,DK-13090,Dave Kipp,M,Caucasian,29
415,GZ-14470,Gary Zandusky,F,Caucasian,10
416,PM-19135,Peter McVee,F,Caucasian,84
417,LL-16840,Lauren Leatherbury,M,South Asian,145
418,JS-15595,Jill Stevenson,M,Caucasian,63
419,OT-18730,Olvera Toch,M,Caucasian,189
420,EL-13735,Ed Ludwig,M,Caucasian,210
421,CK-12760,Cyma Kinney,F,Caucasian,35
422,JE-15475,Jeremy Ellison,M,South Asian,132
423,TH-21550,Tracy Hopkins,M,Caucasian,84
424,PC-18745,Pamela Coakley,M,African,35
425,HL-15040,Hunter Lopez,M,Caucasian,15
426,MS-17365,Maribeth Schnelling,F,Asian,84
427,GB-14530,George Bell,M,Caucasian,136
428,JR-16210,Justin Ritter,M,Caucasian,158
429,TD-20995,Tamara Dahlen,M,Caucasian,211
430,DB-13060,Dave Brooks,M,African,156
431,LC-17140,Logan Currie,M,Caucasian,4
432,PO-18865,Patrick O'Donnell,F,Caucasian,30
433,BE-11335,Bill Eplett,F,Caucasian,31
434,SC-20050,Sample Company A,M,Caucasian,212
435,BM-11650,Brian Moss,F,Caucasian,202
436,KL-16555,Kelly Lampkin,M,Caucasian,66
437,RW-19630,Rob Williams,M,Caucasian,78
438,RC-19825,Roy Collins,M,Asian,213
439,SE-20110,Sanjit Engle,F,Caucasian,30
440,AH-10075,Adam Hart,M,Caucasian,165
441,JM-15535,Jessica Myrick,M,Caucasian,106
442,JJ-15760,Joel Jenkins,F,Caucasian,29
443,AB-10165,Alan Barnes,M,Caucasian,214
444,RK-19300,Ralph Kennedy,F,Caucasian,12
445,CG-12040,Catherine Glotzbach,M,South Asian,75
446,RA-19885,Ruben Ausman,F,Caucasian,215
447,RP-19270,Rachel Payne,M,Caucasian,216
448,KC-16255,Karen Carlisle,M,Caucasian,95
449,RW-19630,Rob Williams,M,Caucasian,217
450,JL-15850,John Lucas,F,South Asian,60
451,CA-12775,Cynthia Arntzen,F,Caucasian,155
452,RB-19795,Ross Baird,M,African,75
453,KH-16360,Katherine Hughes,M,Caucasian,106
454,GH-14665,Greg Hansen,M,Asian,218
455,SW-20275,Scott Williamson,M,Caucasian,130
456,JA-15970,Joseph Airdo,F,Caucasian,52
457,DL-12925,Daniel Lacy,M,Caucasian,219
458,LW-16990,Lindsay Williams,M,African,95
459,TB-21190,Thomas Brumley,M,Caucasian,146
460,CV-12805,Cynthia Voltz,M,Caucasian,95
461,MS-17365,Maribeth Schnelling,F,Caucasian,220
462,BS-11800,Bryan Spruell,M,Caucasian,165
463,DL-13315,Delfina Latchford,M,Caucasian,64
464,PO-19195,Phillina Ober,M,Caucasian,165
465,TD-20995,Tamara Dahlen,M,Caucasian,41
466,BW-11110,Bart Watters,M,Asian,186
467,RW-19690,Robert Waldorf,F,Caucasian,125
468,KB-16600,Ken Brennan,F,Caucasian,135
469,EB-13870,Emily Burns,M,Caucasian,46
470,TZ-21580,Tracy Zic,F,Caucasian,128
471,AS-10630,Ann Steele,M,Caucasian,90
472,TS-21340,Toby Swindell,M,Caucasian,17
473,JG-15805,John Grady,M,South Asian,136
474,SL-20155,Sara Luxemburg,F,Caucasian,134
475,TS-21610,Troy Staebel,M,Caucasian,24
476,RF-19735,Roland Fjeld,M,Caucasian,59
477,MW-18235,Mitch Willingham,F,Caucasian,221
478,RD-19585,Rob Dowd,M,South Asian,1
479,FM-14290,Frank Merwin,F,Caucasian,173
480,RH-19495,Rick Hansen,M,African,24
481,RA-19945,Ryan Akin,F,Caucasian,222
482,JK-15730,Joe Kamberova,M,Asian,223
483,MT-17815,Meg Tillman,M,Caucasian,58
484,PO-18850,Patrick O'Brill,M,Caucasian,224
485,AT-10735,Annie Thurman,F,Caucasian,156
486,VG-21790,Vivek Gonzalez,F,African,89
487,PF-19165,Philip Fox,M,Caucasian,225
488,JS-15880,John Stevenson,M,Caucasian,6
489,MO-17800,Meg O'Connel,M,Caucasian,2
490,KM-16225,Kalyca Meade,M,Caucasian,165
491,GT-14710,Greg Tran,F,Caucasian,226
492,PB-19150,Philip Brown,M,Caucasian,64
493,HR-14770,Hallie Redmond,M,Caucasian,63
494,DE-13255,Deanra Eno,M,Asian,158
495,LA-16780,Laura Armstrong,M,Caucasian,104
496,AG-10390,Allen Goldenen,F,Caucasian,94
497,EL-13735,Ed Ludwig,M,Caucasian,227
498,JJ-15445,Jennifer Jackson,M,Caucasian,26
499,JH-15430,Jennifer Halladay,M,Caucasian,180
500,RD-19660,Robert Dilbeck,M,Caucasian,228
501,MO-17500,Mary O'Rourke,M,South Asian,46
502,NS-18640,Noel Staavos,F,Caucasian,27
503,SN-20710,Steve Nguyen,F,Caucasian,229
504,ZC-21910,Zuschuss Carroll,M,Caucasian,230
505,LC-16885,Lena Creighton,F,Caucasian,10
506,DG-13300,Deirdre Greer,M,South Asian,64
507,NF-18595,Nicole Fjeld,M,Caucasian,30
508,BP-11185,Ben Peterman,M,African,89
509,MG-17650,Matthew Grinstein,F,Caucasian,106
510,JD-16060,Julia Dunbar,M,Asian,15
511,TS-21160,Theresa Swint,M,Caucasian,214
512,BD-11620,Brian DeCherney,F,Caucasian,35
513,CM-12160,Charles McCrossin,M,Caucasian,231
514,RB-19795,Ross Baird,F,African,106
515,SN-20560,Skye Norling,M,Caucasian,142
516,EH-14005,Erica Hernandez,F,Caucasian,77
517,FO-14305,Frank Olsen,M,Caucasian,46
518,MS-17710,Maurice Satty,M,Caucasian,155
519,CC-12100,Chad Cunningham,M,Caucasian,135
520,DW-13540,Don Weiss,F,Caucasian,60
521,BT-11395,Bill Tyler,F,Caucasian,84
522,KD-16270,Karen Daniels,M,Asian,232
523,LC-16870,Lena Cacioppo,M,Caucasian,194
524,CY-12745,Craig Yedwab,M,Caucasian,233
525,LW-16990,Lindsay Williams,M,Caucasian,234
526,NP-18325,Naresj Patel,F,Caucasian,189
527,BT-11485,Brad Thomas,M,Caucasian,235
528,PS-19045,Penelope Sewall,M,Caucasian,44
529,NS-18640,Noel Staavos,M,South Asian,14
530,PV-18985,Paul Van Hugh,M,Caucasian,35
531,RP-19390,Resi Pölking,F,Caucasian,17
532,NM-18520,Neoma Murray,M,Caucasian,216
533,EH-13945,Eric Hoffmann,M,Caucasian,17
